6201,690,-3907,297
6201,7610,-3939,510
6201,644,4037,498
6201,7589,4274,878
6201,7913,5844,902
6201,678,6009,531
6201,7653,13993,910
6201,688,14140,557
6201,459,15843,521
6201,7582,16030,894
6201,639,24014,397
6201,7573,24225,673
6201,9790,24119,653
6201,17292,24179,652
6201,10179,16173,895
6201,17280,16018,899
6201,17659,14261,909
6201,10241,14160,915
6201,17392,6201,890
6201,10261,6028,896
6201,9851,4377,879
6201,17315,4177,867
6201,10191,-3810,511
6201,17302,-3904,505
6201,19538,-3977,494
6201,26948,-4008,291
6201,19894,4031,863
6201,26993,4206,491
6201,27214,5860,495
6201,19887,6066,891
6201,26948,14038,557
6201,19923,14214,917
6201,19613,15826,905
6201,26876,16053,546
6201,19909,24009,681
6201,26901,24201,407
