6201,699,-3940,329
6201,7557,-3974,549
6201,602,4037,454
6201,7581,4220,921
6201,7872,5823,935
6201,727,6061,556
6201,7628,13999,942
6201,682,14129,579
6201,407,15809,539
6201,7565,16054,922
6201,637,23988,429
6201,7575,24239,700
6201,9775,24185,682
6201,17280,24198,690
6201,10189,16184,925
6201,17270,16022,953
6201,17654,14368,970
6201,10254,14138,946
6201,17390,6218,950
6201,10255,6031,925
6201,9951,4410,918
6201,17303,4195,920
6201,10194,-3808,565
6201,17345,-3938,557
6201,19524,-3937,547
6201,26872,-3948,330
6201,19912,4021,917
6201,26972,4241,484
6201,27180,5855,498
6201,19959,6059,950
6201,26958,14009,593
6201,19950,14174,978
6201,19622,15830,954
6201,26897,16046,586
6201,19909,23996,724
6201,26901,24207,447
