6201,706,-3913,379
6201,7563,-3973,656
6201,614,4044,790
6201,7568,4206,1028
6201,7903,5853,1039
6201,722,6081,684
6201,7670,13967,1006
6201,711,14173,593
6201,421,15792,596
6201,7568,16036,990
6201,661,24015,446
6201,7587,24175,737
6201,9813,24188,624
6201,17275,24193,716
6201,10186,16177,982
6201,17293,15972,1012
6201,17627,14371,1053
6201,10233,14153,983
6201,17371,6215,1041
6201,10244,6044,997
6201,9956,4410,1017
6201,17307,4166,946
6201,10192,-3780,623
6201,17296,-3923,635
6201,19515,-3929,628
6201,26889,-3925,351
6201,19911,4023,998
6201,26891,4234,508
6201,27193,5852,543
6201,19972,6070,1001
6201,26977,14041,593
6201,19978,14164,1025
6201,19565,15879,1030
6201,26883,16057,601
6201,19883,24014,712
6201,26891,24238,441
