6201,711,-3931,298
6201,7677,-3969,507
6201,622,3997,505
6201,7597,4280,876
6201,7920,5843,900
6201,675,6029,524
6201,7626,14007,909
6201,703,14141,562
6201,489,15776,524
6201,7579,16033,892
6201,638,24004,397
6201,7574,24207,673
6201,9785,24156,653
6201,17295,24193,653
6201,10184,16180,892
6201,17319,16013,897
6201,17694,14238,907
6201,10257,14159,912
6201,17359,6220,888
6201,10263,6038,894
6201,9899,4395,876
6201,17276,4185,864
6201,10186,-3797,508
6201,17291,-3929,500
6201,19511,-3951,491
6201,26890,-3976,292
6201,19879,4002,860
6201,26970,4267,478
6201,27205,5862,495
6201,19978,6073,889
6201,27012,14059,547
