6201,690,-3917,336
6201,7555,-3978,576
6201,626,4042,486
6201,7556,4218,953
6201,7889,5840,999
6201,721,6044,575
6201,7644,14008,965
6201,708,14202,598
6201,416,15787,560
6201,7567,16041,943
6201,585,24033,439
6201,7555,24202,717
6201,9789,24186,699
6201,17290,24183,712
6201,10200,16193,989
6201,17278,16021,986
6201,17633,14370,1007
6201,10257,14131,973
6201,17379,6208,989
6201,10211,6033,951
6201,9958,4430,952
6201,17271,4188,958
6201,10185,-3805,598
6201,17293,-3894,593
6201,19552,-3948,581
6201,26901,-3955,337
6201,19897,4027,953
6201,26908,4228,505
6201,27203,5835,522
6201,19977,6045,988
6201,26958,14024,596
6201,19972,14176,1019
6201,19607,15819,991
6201,26888,16041,606
6201,19895,23998,748
6201,26912,24200,461
