6201,677,-3907,0
6201,7553,-3956,0
6201,646,4064,0
6201,7619,4267,0
6201,7890,5868,0
6201,682,6073,0
6201,7669,13971,0
6201,716,14155,0
6201,498,15857,0
6201,7654,16012,0
6201,592,24040,0
6201,7588,24199,0
6201,9783,24188,0
6201,17369,24202,0
6201,10198,16194,0
6201,17295,16018,0
6201,17576,14393,0
6201,10203,14124,0
6201,17420,6186,0
6201,10190,6036,0
6201,9948,4384,0
6201,17279,4171,0
6201,10138,-3851,0
6201,17377,-3891,0
6201,19579,-3956,0
6201,26894,-3987,0
6201,19831,4056,0
6201,26945,4095,0
6201,27244,5893,0
6201,19909,6074,0
6201,27008,14047,0
6201,19932,14105,0
6201,19703,15873,0
6201,27011,16049,0
6201,19840,24027,0
6201,26871,24191,0
