6201,721,-3909,0
6201,7596,-3971,0
6201,634,4051,0
6201,7613,4215,0
6201,7885,5853,0
6201,705,6074,0
6201,7623,14012,0
6201,696,14152,0
6201,415,15813,0
6201,7559,16036,0
6201,645,24027,0
6201,7590,24205,0
6201,9773,24180,0
6201,17317,24195,0
6201,10179,16191,0
6201,17289,16015,0
6201,17655,14338,0
6201,10222,14151,0
6201,17388,6213,0
6201,10228,6037,0
6201,9942,4421,0
6201,17320,4200,0
6201,10156,-3835,0
6201,17350,-3882,0
6201,19545,-4002,0
6201,26878,-3914,0
6201,19909,4018,0
6201,26893,4244,0
6201,27173,5816,0
6201,19958,6059,0
6201,26950,14025,0
6201,19968,14172,0
6201,19669,15838,0
6201,26874,16048,0
6201,19911,23998,0
6201,26883,24200,0
