6201,683,-3920,0
6201,7556,-3955,0
6201,641,4030,0
6201,7587,4261,0
6201,7857,5850,0
6201,681,6093,0
6201,7633,13983,0
6201,685,14186,0
6201,487,15821,0
6201,7576,16020,0
6201,650,24014,0
6201,7567,24196,0
6201,9804,24155,0
6201,17325,24220,0
6201,10169,16196,0
6201,17280,16005,0
6201,17716,14258,0
6201,10220,14092,0
6201,17381,6210,0
6201,10229,6054,0
6201,9866,4361,0
6201,17305,4201,0
6201,10207,-3799,0
6201,17323,-3892,0
6201,19508,-3996,0
6201,26874,-3971,0
6201,19797,4010,0
6201,26956,4068,0
6201,27247,5910,0
6201,19901,6074,0
6201,26963,14046,0
6201,19928,14112,0
6201,19566,15884,0
6201,26886,16027,0
6201,19883,24103,0
6201,26888,24175,0
