0,0.000000,
1,0.625901,
2,0.703263,
3,0.710257,
4,0.810000,
5,0.860577,
6,0.876668,
7,0.913622,
8,0.981338,
9,1.000000,
10,1.000000,
11,1.000000,
12,1.000000,
13,1.000000,
14,0.993874,
15,0.993837,
16,0.987097,
17,0.981510,
18,0.993985,
19,0.987842,
20,0.993641,
21,1.000000,
22,0.993661,
23,1.000000,
24,1.000000,
25,1.000000,
26,0.987730,
27,1.000000,
28,0.994003,
29,1.000000,
30,0.994021,
31,1.000000,
32,0.993912,
33,0.987500,
34,1.000000,
35,1.000000,
36,1.000000,
37,1.000000,
38,1.000000,
39,0.993760,
40,0.993760,
41,1.000000,
42,0.993893,
43,0.993856,
44,1.000000,
45,0.988060,
46,0.993856,
47,1.000000,
48,0.988166,
49,0.994074,
50,0.993818,
51,1.000000,
52,1.000000,
53,0.994109,
54,1.000000,
55,1.000000,
56,1.000000,
57,1.000000,
58,1.000000,
59,0.994109,
60,1.000000,
61,1.000000,
62,1.000000,
63,0.993967,
64,0.993949,
65,0.994003,
66,0.994126,
67,0.994143,
68,0.994143,
69,0.994126,
70,0.993949,
71,0.994143,
72,0.993949,
73,0.993985,
74,0.994003,
75,0.994143,
76,0.994109,
77,1.000000,
78,1.000000,
79,1.000000,
80,0.994143,
81,0.994143,
82,0.994143,
83,0.994143,
84,0.994143,
85,0.994143,
86,1.000000,
87,1.000000,
88,1.000000,
89,1.000000,
90,1.000000,
91,1.000000,
92,1.000000,
93,1.000000,
94,1.000000,
95,1.000000,
96,1.000000,
97,1.000000,
98,1.000000,
99,1.000000,
100,1.000000,
101,1.000000,
102,1.000000,
103,1.000000,
104,1.000000,
105,1.000000,
106,1.000000,
107,1.000000,
108,1.000000,
109,1.000000,
110,1.000000,
111,1.000000,
112,1.000000,
113,1.000000,
114,1.000000,
115,1.000000,
116,1.000000,
117,1.000000,
118,1.000000,
119,1.000000,
120,1.000000,
121,1.000000,
122,1.000000,
123,1.000000,
124,1.000000,
125,0.976609,
126,0.868910,
127,0.786001,
128,0.714745,
129,0.870276,
130,0.887697,
131,0.868437,
132,0.862245,
133,0.883147,
134,0.872648,
135,0.880354,
136,0.857339,
137,0.876415,
138,0.871628,
139,0.870556,
140,0.849603,
141,0.823388,
142,0.854598,
143,0.853345,
144,0.865144,
145,0.865144,
146,0.842263,
147,0.846400,
148,0.836856,
149,0.845080,
150,0.843559,
151,0.843559,
152,0.849735,
153,0.818202,
154,0.840278,
155,0.844200,
156,0.823388,
157,0.826446,
158,0.821750,
159,0.793873,
160,0.805819,
161,0.825003,
162,0.790998,
163,0.810000,
164,0.808488,
165,0.805754,
166,0.821058,
167,0.811488,
168,0.790964,
169,0.782544,
170,0.786692,
171,0.777276,
172,0.781133,
173,0.778547,
174,0.800157,
175,0.758351,
176,0.766564,
177,0.757126,
178,0.730635,
179,0.747800,
180,0.735719,
181,0.747800,
182,0.728733,
183,0.734694,
184,0.725904,
185,0.723558,
186,0.681503,
187,0.704521,
