6201,699,-3938,0
6201,7653,-3940,0
6201,613,3992,0
6201,7630,4233,0
6201,7856,5862,0
6201,689,6082,0
6201,7638,14007,0
6201,723,14182,0
6201,466,15808,0
6201,7564,16040,0
6201,642,24011,0
6201,7570,24126,0
6201,9802,24217,0
6201,17280,24189,0
6201,10197,16165,0
6201,17283,16034,0
6201,17631,14271,0
6201,10252,14107,0
6201,17352,6242,0
6201,10223,6066,0
6201,9897,4345,0
6201,17327,4164,0
6201,10148,-3843,0
6201,17311,-3918,0
6201,19518,-3964,0
6201,26914,-3992,0
6201,19892,4011,0
6201,26954,4101,0
6201,27257,5891,0
6201,19961,6059,0
6201,26965,13991,0
6201,19914,14198,0
6201,19608,15821,0
6201,26948,16013,0
6201,19881,24030,0
6201,26871,24168,0
