0,796,909,232
1,606,917,232
2,792,700,232
3,604,695,232
4,598,651,232
5,789,647,232
6,603,431,232
7,791,428,232
8,799,382,232
9,604,377,232
10,794,160,232
11,604,155,232
12,544,157,232
13,342,155,232
14,535,372,232
15,342,376,232
16,335,424,232
17,531,428,232
18,340,643,232
19,533,645,232
20,541,690,232
21,342,698,232
22,538,911,232
23,342,917,232
24,282,917,232
25,81,917,232
26,272,700,232
27,82,697,232
28,76,651,232
29,270,645,232
30,79,431,232
31,272,424,232
32,278,382,232
33,82,376,232
34,272,162,232
35,82,155,232
