0,796,911,229
1,603,917,229
2,792,702,229
3,603,695,229
4,596,650,229
5,791,647,229
6,604,431,229
7,791,426,229
8,799,382,229
9,604,376,229
10,792,160,229
11,604,157,229
12,543,157,229
13,340,155,229
14,535,371,229
15,342,377,229
16,337,420,229
17,531,428,229
18,338,640,229
19,536,647,229
20,540,690,229
21,342,695,229
22,533,912,229
23,342,917,229
24,282,917,229
25,82,917,229
26,270,700,229
27,82,697,229
28,72,650,229
29,270,645,229
30,79,429,229
31,270,428,229
32,277,382,229
33,82,376,229
34,272,160,229
35,82,155,229
