0,796,909,241
1,604,917,241
2,791,700,241
3,604,697,241
4,596,650,241
5,791,645,241
6,603,431,241
7,789,426,241
8,797,382,241
9,603,376,241
10,792,160,241
11,604,155,241
12,544,155,241
13,343,157,241
14,536,371,241
15,342,379,241
16,334,421,241
17,533,428,241
18,342,642,241
19,531,645,241
20,543,690,241
21,342,697,241
22,535,912,241
23,342,917,241
24,282,916,241
25,84,917,241
26,270,700,241
27,82,695,241
28,74,651,241
29,270,645,241
30,82,431,241
31,269,426,241
32,277,381,241
33,84,376,241
34,270,160,241
35,84,155,241
