1,559,1665,224
2,864,1673,224
3,1188,1673,224
4,1504,1673,224
5,1512,1363,224
6,1208,1355,224
7,884,1355,224
8,568,1355,224
9,554,1047,224
10,864,1033,224
11,1188,1033,224
12,1504,1033,224
13,1512,723,224
14,1208,714,224
15,887,714,224
16,565,714,224
17,551,404,224
18,864,393,224
19,1188,393,224
20,1521,401,224
