0,796,911,226
1,604,917,226
2,792,700,226
3,606,697,226
4,595,650,226
5,791,645,226
6,603,431,226
7,791,426,226
8,799,382,226
9,604,377,226
10,792,160,226
11,604,155,226
12,544,157,226
13,342,157,226
14,535,371,226
15,342,377,226
16,335,420,226
17,533,426,226
18,340,642,226
19,533,645,226
20,543,692,226
21,342,697,226
22,536,912,226
23,342,917,226
24,282,916,226
25,82,917,226
26,272,700,226
27,82,695,226
28,74,651,226
29,272,645,226
30,81,431,226
31,270,429,226
32,277,382,226
33,82,377,226
34,272,160,226
35,82,157,226
