0,792,911,228
1,606,917,228
2,792,700,228
3,604,697,228
4,595,651,228
5,789,645,228
6,603,432,228
7,791,426,228
8,797,382,228
9,606,376,228
10,792,160,228
11,604,155,228
12,544,155,228
13,343,157,228
14,533,372,228
15,342,377,228
16,334,421,228
17,533,428,228
18,340,642,228
19,533,647,228
20,541,690,228
21,342,697,228
22,535,912,228
23,342,917,228
24,283,917,228
25,84,917,228
26,272,700,228
27,84,695,228
28,74,651,228
29,270,645,228
30,81,431,228
31,270,426,228
32,277,384,228
33,82,377,228
34,272,160,228
35,82,157,228
