0,794,911,236
1,604,917,236
2,792,700,236
3,604,695,236
4,596,650,236
5,791,645,236
6,604,431,236
7,789,426,236
8,801,382,236
9,604,376,236
10,791,160,236
11,604,157,236
12,544,155,236
13,343,157,236
14,535,372,236
15,342,377,236
16,334,421,236
17,533,426,236
18,340,642,236
19,531,647,236
20,540,690,236
21,342,697,236
22,536,911,236
23,340,917,236
24,282,917,236
25,82,917,236
26,272,700,236
27,82,697,236
28,72,651,236
29,270,643,236
30,79,432,236
31,270,426,236
32,280,382,236
33,84,376,236
34,270,160,236
35,82,155,236
