-14520.000000,-1440.000000,342.678997
-14160.000000,-60.000000,346.451077
-14160.000000,-60.000000,346.451077
-13740.000000,-420.000000,350.118538
-13920.000000,-480.000000,348.955960
-14100.000000,-600.000000,346.896112
-14100.000000,-600.000000,346.896112
-14100.000000,-600.000000,346.896112
-14160.000000,-360.000000,347.680217
-14160.000000,-360.000000,347.680217
-14160.000000,-360.000000,347.680217
-14160.000000,-360.000000,347.680217
-14160.000000,-360.000000,347.680217
-14160.000000,-360.000000,347.680217
-14160.000000,-360.000000,347.680217
-14160.000000,-360.000000,347.680217
-14040.000000,-600.000000,346.366172
-14040.000000,-600.000000,346.366172
-14220.000000,-480.000000,346.638162
-14220.000000,-480.000000,346.638162
-14220.000000,-480.000000,346.638162
-14220.000000,-480.000000,346.638162
-14220.000000,-480.000000,346.638162
-14220.000000,-480.000000,346.638162
-14220.000000,-480.000000,346.638162
-14220.000000,-480.000000,346.638162
-14220.000000,-480.000000,346.638162
-14220.000000,-480.000000,346.638162
-14220.000000,-480.000000,346.638162
-14220.000000,-480.000000,346.638162
-14220.000000,-480.000000,346.638162
-14220.000000,-480.000000,346.638162
-14220.000000,-480.000000,346.638162
-14220.000000,-480.000000,346.638162
-14220.000000,-540.000000,346.644876
-14220.000000,-540.000000,345.594671
-14520.000000,-840.000000,354.869865
-14520.000000,-840.000000,354.869865
-14520.000000,-840.000000,354.869865
-14520.000000,-840.000000,354.869865
-14520.000000,-840.000000,354.869865
-14520.000000,-840.000000,354.869865
-14520.000000,-840.000000,354.869865
-14520.000000,-840.000000,354.869865
-14520.000000,-840.000000,354.869865
-14520.000000,-840.000000,354.869865
-14520.000000,-840.000000,354.869865
-14220.000000,-960.000000,358.721846
-14220.000000,-960.000000,358.721846
-14220.000000,-960.000000,358.721846
-14220.000000,-960.000000,358.721846
-14220.000000,-960.000000,358.721846
-14220.000000,-960.000000,358.721846
-14220.000000,-960.000000,358.721846
-14220.000000,-960.000000,358.721846
-14220.000000,-960.000000,358.721846
-14220.000000,-960.000000,358.721846
-14220.000000,-960.000000,358.721846
-13980.000000,-780.000000,357.481749
-13980.000000,-780.000000,357.481749
-13980.000000,-780.000000,357.481749
