0,0.000000,
1,0.848203,
2,0.905801,
3,0.767182,
4,0.742695,
5,0.764942,
6,0.780054,
7,0.779239,
8,0.791924,
9,0.778583,
10,0.791631,
11,0.775819,
12,0.805205,
13,0.805171,
14,0.804159,
15,0.757273,
16,0.798848,
17,0.801793,
18,0.796841,
19,0.815933,
20,0.816501,
21,0.839355,
22,0.823840,
23,0.808897,
24,0.855448,
25,0.833920,
26,0.827445,
27,0.834560,
28,0.826249,
29,0.769067,
30,0.814778,
31,0.762223,
32,0.683399,
33,0.647506,
34,0.655182,
35,0.630452,
36,0.702000,
37,0.767626,
38,0.094606,
39,0.757482,
40,0.769575,
41,0.796068,
42,0.765053,
43,0.721905,
44,0.778935,
45,0.736487,
46,0.770849,
47,0.761121,
48,0.771215,
49,0.824785,
50,0.809506,
51,0.759497,
52,0.768101,
53,0.764946,
54,0.780044,
55,0.819058,
56,0.774684,
57,0.779838,
58,0.798690,
59,0.777673,
60,0.806807,
61,0.760381,
62,0.749452,
63,0.793771,
64,0.775769,
65,0.788677,
66,0.813965,
67,0.794574,
68,0.826915,
69,0.808069,
70,0.805720,
71,0.823288,
72,0.800999,
73,0.824649,
74,0.820141,
75,0.841679,
76,0.796922,
77,0.801824,
