6101,1594,1821,190
6102,1773,1825,566
6103,1779,1618,830
6104,1514,1614,41
6105,1507,1456,69
6106,1633,1447,136
6107,1744,1449,491
6108,1751,1329,467
6109,1633,1322,70
6110,1520,1322,21
6111,1512,1172,70
6112,1633,1158,113
6113,1638,1027,181
6114,1746,1020,352
6115,1751,881,615
6116,1508,880,26
6117,1503,739,86
6118,1625,733,124
6119,1780,733,995
6120,1782,572,910
6121,1527,567,32
6122,1632,444,201
6123,1637,305,297
6124,1466,297,93
6125,1459,170,236
6126,1204,165,742
6127,1197,316,205
6128,1203,483,264
6129,1336,487,58
6130,1346,644,155
6131,1209,651,331
6132,1201,739,1264
