6101,1594,1821,939
6102,1773,1825,1926
6103,1779,1620,2790
6104,1515,1614,163
6105,1508,1456,331
6106,1632,1447,698
6107,1744,1450,2442
6108,1753,1329,1838
6109,1635,1322,342
6110,1522,1322,115
6111,1512,1172,316
6112,1633,1158,657
6113,1638,1028,648
6114,1724,1018,744
6115,1749,883,2252
6116,1508,880,98
6117,1503,741,309
6118,1625,734,529
6119,1779,734,3330
6120,1784,575,2150
6121,1529,567,119
6122,1632,444,671
6123,1637,304,513
6124,1466,295,207
6125,1459,191,334
6126,1206,165,961
6127,1197,314,290
6128,1203,481,218
6129,1336,488,124
6130,1348,644,108
6131,1211,649,141
6132,1201,739,81
6133,1204,842,63
6134,1203,938,51
6135,1074,946,115
6136,1066,1083,217
6137,1069,1156,310
6138,1201,1170,69
6139,1312,1163,60
6140,1341,1355,100
6141,1076,1360,579
6142,1069,1555,746
6143,1192,1561,196
6144,1201,1743,401
6145,1199,1961,16330
6146,1452,1966,20940
6147,1457,1799,238
6148,1078,1792,796
6149,796,1797,8770
