0	5	0.847629	326.000000	533.000000	178.637612
1	5	0.851665	327.000000	529.000000	176.511628
2	5	0.855263	326.000000	533.000000	178.637612
3	5	0.856130	317.000000	532.000000	178.891290
4	5	0.855131	317.000000	532.000000	178.891290
5	5	0.854692	317.000000	532.000000	178.891290
6	5	0.855847	317.000000	532.000000	178.891290
7	5	0.855263	317.000000	532.000000	178.891290
8	5	0.855556	317.000000	532.000000	178.891290
9	5	0.854692	321.000000	531.000000	177.402460
10	5	0.855410	317.000000	532.000000	178.891290
11	5	0.854839	324.000000	530.000000	177.340841
12	5	0.857576	325.000000	530.000000	177.593786
13	5	0.856137	324.000000	530.000000	177.340841
14	5	0.857719	327.000000	530.000000	177.227858
15	5	0.853119	324.000000	530.000000	177.340841
16	5	0.855847	316.000000	530.000000	177.373985
17	5	0.855556	316.000000	530.000000	177.373985
18	5	0.855701	316.000000	530.000000	177.373985
19	5	0.854418	316.000000	530.000000	177.373985
20	5	0.854985	310.000000	530.000000	177.331685
21	5	0.857576	310.000000	530.000000	177.331685
22	5	0.853831	310.000000	530.000000	177.331685
23	5	0.855847	310.000000	530.000000	177.331685
24	5	0.855131	310.000000	530.000000	177.331685
25	5	0.855422	326.000000	530.000000	177.730147
26	5	0.858717	326.000000	530.000000	177.730147
27	5	0.859013	325.000000	530.000000	177.593786
28	5	0.854564	310.000000	530.000000	177.331685
29	5	0.855701	326.000000	530.000000	177.730147
30	5	0.855131	310.000000	530.000000	177.331685
31	5	0.856426	318.000000	531.000000	178.791033
32	5	0.856269	326.000000	529.000000	177.119239
33	5	0.856570	326.000000	529.000000	177.119239
34	5	0.856710	326.000000	529.000000	177.119239
35	5	0.858300	326.000000	529.000000	177.119239
36	4	0.775531	330.000000	516.000000	178.390862
37	4	0.784772	330.000000	516.000000	178.390862
38	4	0.776660	330.000000	516.000000	178.390862
39	4	0.780242	330.000000	516.000000	178.390862
40	4	0.781029	330.000000	516.000000	177.657511
41	4	0.783620	330.000000	516.000000	177.657511
42	4	0.781344	330.000000	516.000000	178.291644
43	4	0.781910	330.000000	516.000000	177.657511
44	4	0.786653	330.000000	516.000000	177.657511
45	4	0.781029	330.000000	516.000000	178.291644
46	4	0.784057	330.000000	516.000000	178.291644
47	3	0.653575	330.000000	516.000000	178.291644
48	3	0.650554	330.000000	516.000000	178.291644
49	3	0.651561	330.000000	516.000000	178.291644
50	3	0.654930	330.000000	516.000000	178.291644
51	3	0.649547	330.000000	516.000000	178.291644
52	3	0.652525	330.000000	516.000000	178.291644
53	3	0.650602	330.000000	516.000000	178.291644
54	3	0.653535	330.000000	516.000000	178.291644
55	3	0.651515	330.000000	516.000000	178.291644
56	3	0.651256	330.000000	516.000000	178.291644
57	3	0.657230	330.000000	518.000000	178.168956
58	2	0.547835	333.000000	519.000000	178.393121
59	2	0.557692	333.000000	519.000000	178.393121
60	2	0.555668	333.000000	519.000000	178.393121
61	2	0.550152	333.000000	519.000000	178.393121
62	2	0.550856	331.000000	519.000000	179.113502
63	2	0.551308	333.000000	519.000000	178.393121
64	2	0.556898	333.000000	519.000000	178.393121
65	2	0.553986	333.000000	519.000000	178.393121
66	2	0.553535	331.000000	519.000000	179.113502
67	2	0.554995	333.000000	519.000000	178.393121
68	2	0.558468	331.000000	519.000000	178.906519
69	1	0.553877	333.000000	519.000000	178.393121
70	1	0.561368	331.000000	519.000000	178.423518
71	1	0.553769	331.000000	519.000000	178.423518
72	1	0.565350	331.000000	519.000000	178.423518
73	1	0.563948	331.000000	519.000000	178.423518
74	1	0.557789	331.000000	519.000000	178.423518
75	1	0.552870	331.000000	519.000000	178.423518
76	1	0.569262	331.000000	519.000000	178.423518
77	1	0.565657	331.000000	519.000000	178.423518
78	1	0.564646	331.000000	519.000000	178.423518
79	1	0.565524	331.000000	519.000000	178.423518
80	1	0.565524	331.000000	519.000000	178.423518
0	5	0.433107	348.000000	540.000000	167.647867
1	5	0.541761	345.000000	557.000000	208.563389
2	5	0.545763	344.000000	554.000000	176.443966
3	5	0.549376	344.000000	554.000000	176.443966
4	5	0.545045	344.000000	554.000000	176.443966
5	5	0.545763	344.000000	554.000000	176.443966
6	5	0.547404	344.000000	554.000000	176.443966
7	5	0.554802	332.000000	557.000000	187.876579
8	5	0.556059	332.000000	557.000000	187.876579
9	5	0.553551	332.000000	557.000000	187.876579
10	5	0.558061	334.000000	557.000000	190.064762
11	5	0.561224	334.000000	557.000000	190.064762
12	5	0.556433	334.000000	557.000000	190.064762
13	5	0.561862	334.000000	557.000000	190.064762
14	5	0.566102	322.000000	557.000000	220.850119
15	5	0.567080	322.000000	557.000000	220.850119
16	5	0.570942	322.000000	557.000000	220.850119
17	5	0.564825	322.000000	557.000000	220.850119
18	5	0.567720	322.000000	557.000000	220.850119
19	5	0.567080	322.000000	557.000000	220.850119
20	5	0.567384	322.000000	557.000000	220.850119
21	5	0.569161	322.000000	557.000000	220.850119
22	5	0.565463	322.000000	557.000000	220.850119
23	5	0.566742	322.000000	557.000000	220.850119
24	5	0.565463	322.000000	557.000000	220.850119
25	5	0.566591	322.000000	557.000000	220.850119
26	5	0.564189	322.000000	557.000000	220.850119
27	5	0.566742	322.000000	557.000000	220.850119
28	5	0.568027	322.000000	557.000000	220.850119
29	5	0.568027	322.000000	557.000000	220.850119
30	5	0.567384	322.000000	557.000000	220.850119
31	5	0.565315	322.000000	557.000000	220.850119
32	5	0.564972	322.000000	557.000000	220.850119
33	5	0.568516	322.000000	557.000000	220.850119
34	5	0.569807	322.000000	557.000000	220.850119
35	5	0.567873	322.000000	557.000000	220.850119
36	4	0.485908	322.000000	557.000000	220.850119
37	4	0.482565	322.000000	557.000000	220.850119
38	4	0.488082	322.000000	557.000000	220.850119
39	4	0.486425	322.000000	557.000000	220.850119
40	4	0.485876	322.000000	557.000000	220.850119
41	4	0.483032	322.000000	557.000000	220.850119
42	4	0.487528	322.000000	557.000000	220.850119
43	4	0.483653	322.000000	557.000000	220.850119
44	4	0.489773	322.000000	557.000000	220.850119
45	4	0.482022	322.000000	557.000000	220.850119
46	4	0.490971	328.000000	557.000000	223.277574
47	3	0.278467	332.000000	546.000000	172.496795
48	3	0.217441	330.000000	540.000000	183.279619
49	3	0.216063	329.000000	540.000000	188.597326
