800	920	0
600	920	1
800	700	2
600	700	3
600	650	4
800	650	5
600	430	6
800	430	7
800	380	8
600	380	9
800	160	10
600	160	11
540	160	12
340	160	13
540	380	14
340	380	15
340	430	16
540	430	17
340	650	18
540	650	19
540	700	20
340	700	21
540	920	22
340	920	23
280	920	24
80	920	25
280	700	26
80	700	27
80	650	28
280	650	29
80	430	30
280	430	31
280	380	32
80	380	33
280	160	34
80	160	35
