1174	1043	1
1044	1043	2
1044	913	3
1174	913	4
1174	783	5
1174	653	6
1174	523	7
1174	393	8
1044	393	9
1044	523	10
1044	653	11
1044	783	12
914	913	13
914	783	14
914	653	15
914	523	16
914	393	17
784	393	18
784	523	19
654	523	20
654	653	21
784	653	22
784	783	23
784	913	24
654	913	25
524	913	26
394	913	27
264	913	28
1044	913	29


